,UNIQUE_SUBJECT_UID,Task,Generations,Train,Test,Congruity,Ratio,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Layers,Neurons,Activation,Optimizer
121,colors-count_equate_1_202,colors-count,11,AD-controlled,AD-controlled,Congruent,71,0.35,0.35,0.977,0.977,4,"[32, 64, 16, 64]",softplus,nadam
122,colors-count_equate_1_203,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.374,0.374,3,"[32, 64, 32]",relu,nadam
123,colors-count_equate_1_204,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.2725,0.2725,4,"[32, 64, 16, 64]",relu,adam
124,colors-count_equate_1_205,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.2648,0.2648,4,"[32, 32, 32, 64]",tanh,nadam
125,colors-count_equate_1_206,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.1075,0.1075,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
126,colors-count_equate_1_207,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.3549,0.3549,3,"[32, 128, 32]",relu,nadam
127,colors-count_equate_1_208,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.091,0.091,3,"[32, 32, 128]",elu,adam
128,colors-count_equate_1_209,colors-count,11,AD-controlled,AD-controlled,Congruent,71,0.95,0.95,0.5125,0.5125,3,"[128, 128, 128]",relu,nadam
129,colors-count_equate_1_210,colors-count,11,AD-controlled,AD-controlled,Congruent,71,0.95,0.95,0.3389,0.3389,2,"[32, 64]",elu,adagrad
130,colors-count_equate_1_211,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.4265,0.4265,4,"[32, 128, 16, 64]",relu,adamax
131,colors-count_equate_1_212,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.1454,0.1454,2,"[32, 64]",elu,adam
132,colors-count_equate_1_213,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.2384,0.2384,5,"[32, 16, 32, 64, 32]",tanh,nadam
133,colors-count_equate_1_214,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.3586,0.3586,4,"[32, 64, 64, 64]",elu,nadam
134,colors-count_equate_1_215,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.1,0.1,4,"[32, 128, 16, 64]",elu,adam
135,colors-count_equate_1_216,colors-count,11,AD-controlled,AD-controlled,Congruent,71,0.95,0.95,0.4111,0.4111,3,"[32, 64, 64]",relu,nadam
136,colors-count_equate_1_217,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.3101,0.3101,2,"[128, 64]",elu,adagrad
137,colors-count_equate_1_218,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.3187,0.3187,3,"[128, 128, 32]",relu,nadam
138,colors-count_equate_1_219,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.1752,0.1752,4,"[128, 128, 128, 64]",relu,nadam
139,colors-count_equate_1_220,colors-count,11,AD-controlled,AD-controlled,Congruent,71,1.0,1.0,0.4726,0.4726,5,"[32, 32, 32, 64, 32]",tanh,adagrad
140,colors-count_equate_1_201,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.9,0.9,1.0188,1.0188,5,"[32, 64, 128, 128, 32]",elu,nadam
141,colors-count_equate_1_202,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.35,0.35,0.9773,0.9773,4,"[32, 64, 16, 64]",softplus,nadam
142,colors-count_equate_1_203,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.4807,0.4807,3,"[32, 64, 32]",relu,nadam
143,colors-count_equate_1_204,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.8,0.8,0.4938,0.4938,4,"[32, 64, 16, 64]",relu,adam
144,colors-count_equate_1_205,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.9,0.9,0.4646,0.4646,4,"[32, 32, 32, 64]",tanh,nadam
145,colors-count_equate_1_206,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.8,0.8,0.5206,0.5206,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
146,colors-count_equate_1_207,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.9,0.9,0.4877,0.4877,3,"[32, 128, 32]",relu,nadam
147,colors-count_equate_1_208,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,1.0,1.0,0.2494,0.2494,3,"[32, 32, 128]",elu,adam
148,colors-count_equate_1_209,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.7,0.7,0.6966,0.6966,3,"[128, 128, 128]",relu,nadam
149,colors-count_equate_1_210,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.75,0.75,0.5101,0.5101,2,"[32, 64]",elu,adagrad
150,colors-count_equate_1_211,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.75,0.75,0.5683,0.5683,4,"[32, 128, 16, 64]",relu,adamax
151,colors-count_equate_1_212,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.9,0.9,0.2839,0.2839,2,"[32, 64]",elu,adam
152,colors-count_equate_1_213,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.95,0.95,0.4598,0.4598,5,"[32, 16, 32, 64, 32]",tanh,nadam
153,colors-count_equate_1_214,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.95,0.95,0.5751,0.5751,4,"[32, 64, 64, 64]",elu,nadam
154,colors-count_equate_1_215,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.85,0.85,0.3899,0.3899,4,"[32, 128, 16, 64]",elu,adam
155,colors-count_equate_1_216,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.9,0.9,0.6044,0.6044,3,"[32, 64, 64]",relu,nadam
156,colors-count_equate_1_217,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.65,0.65,0.5325,0.5325,2,"[128, 64]",elu,adagrad
157,colors-count_equate_1_218,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.9,0.9,0.5271,0.5271,3,"[128, 128, 32]",relu,nadam
158,colors-count_equate_1_219,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.7,0.7,0.795,0.795,4,"[128, 128, 128, 64]",relu,nadam
159,colors-count_equate_1_220,colors-count,11,AD-controlled,AD-controlled,Incongruent,71,0.75,0.75,0.647,0.647,5,"[32, 32, 32, 64, 32]",tanh,adagrad
160,colors-count_equate_1_201,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.95,0.95,0.6604,0.6604,5,"[32, 64, 128, 128, 32]",elu,nadam
161,colors-count_equate_1_202,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.35,0.35,0.9771,0.9771,4,"[32, 64, 16, 64]",softplus,nadam
162,colors-count_equate_1_203,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.3858,0.3858,3,"[32, 64, 32]",relu,nadam
163,colors-count_equate_1_204,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.3036,0.3036,4,"[32, 64, 16, 64]",relu,adam
164,colors-count_equate_1_205,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.2913,0.2913,4,"[32, 32, 32, 64]",tanh,nadam
165,colors-count_equate_1_206,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.95,0.95,0.1544,0.1544,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
166,colors-count_equate_1_207,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.3565,0.3565,3,"[32, 128, 32]",relu,nadam
167,colors-count_equate_1_208,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.0919,0.0919,3,"[32, 32, 128]",elu,adam
168,colors-count_equate_1_209,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.95,0.95,0.5209,0.5209,3,"[128, 128, 128]",relu,nadam
169,colors-count_equate_1_210,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.9,0.9,0.341,0.341,2,"[32, 64]",elu,adagrad
170,colors-count_equate_1_211,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.4414,0.4414,4,"[32, 128, 16, 64]",relu,adamax
171,colors-count_equate_1_212,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.1417,0.1417,2,"[32, 64]",elu,adam
172,colors-count_equate_1_213,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.2804,0.2804,5,"[32, 16, 32, 64, 32]",tanh,nadam
173,colors-count_equate_1_214,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.95,0.95,0.4029,0.4029,4,"[32, 64, 64, 64]",elu,nadam
174,colors-count_equate_1_215,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.1445,0.1445,4,"[32, 128, 16, 64]",elu,adam
175,colors-count_equate_1_216,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.4303,0.4303,3,"[32, 64, 64]",relu,nadam
176,colors-count_equate_1_217,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.95,0.95,0.3291,0.3291,2,"[128, 64]",elu,adagrad
177,colors-count_equate_1_218,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.3409,0.3409,3,"[128, 128, 32]",relu,nadam
178,colors-count_equate_1_219,colors-count,11,AD-controlled,AD-controlled,Congruent,75,1.0,1.0,0.2207,0.2207,4,"[128, 128, 128, 64]",relu,nadam
179,colors-count_equate_1_220,colors-count,11,AD-controlled,AD-controlled,Congruent,75,0.95,0.95,0.5268,0.5268,5,"[32, 32, 32, 64, 32]",tanh,adagrad
180,colors-count_equate_1_201,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.75,0.75,1.0707,1.0707,5,"[32, 64, 128, 128, 32]",elu,nadam
181,colors-count_equate_1_202,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.35,0.35,0.9772,0.9772,4,"[32, 64, 16, 64]",softplus,nadam
182,colors-count_equate_1_203,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.85,0.85,0.5366,0.5366,3,"[32, 64, 32]",relu,nadam
183,colors-count_equate_1_204,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.7,0.7,0.6002,0.6002,4,"[32, 64, 16, 64]",relu,adam
184,colors-count_equate_1_205,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.5145,0.5145,4,"[32, 32, 32, 64]",tanh,nadam
185,colors-count_equate_1_206,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.7,0.7,0.4182,0.4182,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
186,colors-count_equate_1_207,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.5556,0.5556,3,"[32, 128, 32]",relu,nadam
187,colors-count_equate_1_208,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.9,0.9,0.3681,0.3681,3,"[32, 32, 128]",elu,adam
188,colors-count_equate_1_209,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.85,0.85,0.7094,0.7094,3,"[128, 128, 128]",relu,nadam
189,colors-count_equate_1_210,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.7,0.7,0.5837,0.5837,2,"[32, 64]",elu,adagrad
190,colors-count_equate_1_211,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.85,0.85,0.6003,0.6003,4,"[32, 128, 16, 64]",relu,adamax
191,colors-count_equate_1_212,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.9,0.9,0.3825,0.3825,2,"[32, 64]",elu,adam
192,colors-count_equate_1_213,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.85,0.85,0.5178,0.5178,5,"[32, 16, 32, 64, 32]",tanh,nadam
193,colors-count_equate_1_214,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.6461,0.6461,4,"[32, 64, 64, 64]",elu,nadam
194,colors-count_equate_1_215,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.8,0.8,0.5672,0.5672,4,"[32, 128, 16, 64]",elu,adam
195,colors-count_equate_1_216,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.75,0.75,0.6419,0.6419,3,"[32, 64, 64]",relu,nadam
196,colors-count_equate_1_217,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.55,0.55,0.6677,0.6677,2,"[128, 64]",elu,adagrad
197,colors-count_equate_1_218,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.75,0.75,0.6064,0.6064,3,"[128, 128, 32]",relu,nadam
198,colors-count_equate_1_219,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.85,0.85,0.7158,0.7158,4,"[128, 128, 128, 64]",relu,nadam
199,colors-count_equate_1_220,colors-count,11,AD-controlled,AD-controlled,Incongruent,75,0.7,0.7,0.716,0.716,5,"[32, 32, 32, 64, 32]",tanh,adagrad
200,colors-count_equate_1_201,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.8,0.8,1.0364,1.0364,5,"[32, 64, 128, 128, 32]",elu,nadam
201,colors-count_equate_1_202,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.35,0.35,0.9772,0.9772,4,"[32, 64, 16, 64]",softplus,nadam
202,colors-count_equate_1_203,colors-count,11,AD-controlled,AD-controlled,Congruent,86,1.0,1.0,0.4647,0.4647,3,"[32, 64, 32]",relu,nadam
203,colors-count_equate_1_204,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.85,0.85,0.4746,0.4746,4,"[32, 64, 16, 64]",relu,adam
204,colors-count_equate_1_205,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.4536,0.4536,4,"[32, 32, 32, 64]",tanh,nadam
205,colors-count_equate_1_206,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.8,0.8,0.4852,0.4852,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
206,colors-count_equate_1_207,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.4829,0.4829,3,"[32, 128, 32]",relu,nadam
207,colors-count_equate_1_208,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.2789,0.2789,3,"[32, 32, 128]",elu,adam
208,colors-count_equate_1_209,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.85,0.85,0.6482,0.6482,3,"[128, 128, 128]",relu,nadam
209,colors-count_equate_1_210,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.65,0.65,0.5239,0.5239,2,"[32, 64]",elu,adagrad
210,colors-count_equate_1_211,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.5512,0.5512,4,"[32, 128, 16, 64]",relu,adamax
211,colors-count_equate_1_212,colors-count,11,AD-controlled,AD-controlled,Congruent,86,1.0,1.0,0.2813,0.2813,2,"[32, 64]",elu,adam
212,colors-count_equate_1_213,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.4635,0.4635,5,"[32, 16, 32, 64, 32]",tanh,nadam
213,colors-count_equate_1_214,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.85,0.85,0.6257,0.6257,4,"[32, 64, 64, 64]",elu,nadam
214,colors-count_equate_1_215,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.95,0.95,0.3851,0.3851,4,"[32, 128, 16, 64]",elu,adam
215,colors-count_equate_1_216,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.85,0.85,0.607,0.607,3,"[32, 64, 64]",relu,nadam
216,colors-count_equate_1_217,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.55,0.55,0.5378,0.5378,2,"[128, 64]",elu,adagrad
217,colors-count_equate_1_218,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.5106,0.5106,3,"[128, 128, 32]",relu,nadam
218,colors-count_equate_1_219,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.9,0.9,0.5852,0.5852,4,"[128, 128, 128, 64]",relu,nadam
219,colors-count_equate_1_220,colors-count,11,AD-controlled,AD-controlled,Congruent,86,0.8,0.8,0.6636,0.6636,5,"[32, 32, 32, 64, 32]",tanh,adagrad
220,colors-count_equate_1_201,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,1.0189,1.0189,5,"[32, 64, 128, 128, 32]",elu,nadam
221,colors-count_equate_1_202,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.35,0.35,0.9771,0.9771,4,"[32, 64, 16, 64]",softplus,nadam
222,colors-count_equate_1_203,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.8,0.8,0.5053,0.5053,3,"[32, 64, 32]",relu,nadam
223,colors-count_equate_1_204,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.5684,0.5684,4,"[32, 64, 16, 64]",relu,adam
224,colors-count_equate_1_205,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.8,0.8,0.5043,0.5043,4,"[32, 32, 32, 64]",tanh,nadam
225,colors-count_equate_1_206,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.85,0.85,0.4379,0.4379,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
226,colors-count_equate_1_207,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.85,0.85,0.5539,0.5539,3,"[32, 128, 32]",relu,nadam
227,colors-count_equate_1_208,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.85,0.85,0.3451,0.3451,3,"[32, 32, 128]",elu,adam
228,colors-count_equate_1_209,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.8,0.8,0.6909,0.6909,3,"[128, 128, 128]",relu,nadam
229,colors-count_equate_1_210,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.8,0.8,0.5349,0.5349,2,"[32, 64]",elu,adagrad
230,colors-count_equate_1_211,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.5982,0.5982,4,"[32, 128, 16, 64]",relu,adamax
231,colors-count_equate_1_212,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.85,0.85,0.3423,0.3423,2,"[32, 64]",elu,adam
232,colors-count_equate_1_213,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.9,0.9,0.5367,0.5367,5,"[32, 16, 32, 64, 32]",tanh,nadam
233,colors-count_equate_1_214,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.9,0.9,0.6124,0.6124,4,"[32, 64, 64, 64]",elu,nadam
234,colors-count_equate_1_215,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.8,0.8,0.5297,0.5297,4,"[32, 128, 16, 64]",elu,adam
235,colors-count_equate_1_216,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.85,0.85,0.6332,0.6332,3,"[32, 64, 64]",relu,nadam
236,colors-count_equate_1_217,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.7,0.7,0.6065,0.6065,2,"[128, 64]",elu,adagrad
237,colors-count_equate_1_218,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.5949,0.5949,3,"[128, 128, 32]",relu,nadam
238,colors-count_equate_1_219,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.75,0.75,0.8281,0.8281,4,"[128, 128, 128, 64]",relu,nadam
239,colors-count_equate_1_220,colors-count,11,AD-controlled,AD-controlled,Incongruent,86,0.65,0.65,0.6962,0.6962,5,"[32, 32, 32, 64, 32]",tanh,adagrad
0,colors-count_equate_1_201,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.5029,0.5029,5,"[32, 64, 128, 128, 32]",elu,nadam
1,colors-count_equate_1_202,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.65,0.65,0.917,0.917,4,"[32, 64, 16, 64]",softplus,nadam
2,colors-count_equate_1_203,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.4498,0.4498,3,"[32, 64, 32]",relu,nadam
3,colors-count_equate_1_204,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.2531,0.2531,4,"[32, 64, 16, 64]",relu,adam
4,colors-count_equate_1_205,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.2882,0.2882,4,"[32, 32, 32, 64]",tanh,nadam
5,colors-count_equate_1_206,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.086,0.086,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
6,colors-count_equate_1_207,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.339,0.339,3,"[32, 128, 32]",relu,nadam
7,colors-count_equate_1_208,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.1521,0.1521,3,"[32, 32, 128]",elu,adam
8,colors-count_equate_1_209,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.9,0.9,0.7156,0.7156,3,"[128, 128, 128]",relu,nadam
9,colors-count_equate_1_210,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.3328,0.3328,2,"[32, 64]",elu,adagrad
10,colors-count_equate_1_211,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.414,0.414,4,"[32, 128, 16, 64]",relu,adamax
11,colors-count_equate_1_212,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.9,0.9,0.2809,0.2809,2,"[32, 64]",elu,adam
12,colors-count_equate_1_213,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.191,0.191,5,"[32, 16, 32, 64, 32]",tanh,nadam
13,colors-count_equate_1_214,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.3261,0.3261,4,"[32, 64, 64, 64]",elu,nadam
14,colors-count_equate_1_215,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.1353,0.1353,4,"[32, 128, 16, 64]",elu,adam
15,colors-count_equate_1_216,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.4012,0.4012,3,"[32, 64, 64]",relu,nadam
16,colors-count_equate_1_217,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.9,0.9,0.2933,0.2933,2,"[128, 64]",elu,adagrad
17,colors-count_equate_1_218,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.3345,0.3345,3,"[128, 128, 32]",relu,nadam
18,colors-count_equate_1_219,colors-count,11,AD-controlled,CH-controlled,Congruent,50,0.95,0.95,0.2564,0.2564,4,"[128, 128, 128, 64]",relu,nadam
19,colors-count_equate_1_220,colors-count,11,AD-controlled,CH-controlled,Congruent,50,1.0,1.0,0.4283,0.4283,5,"[32, 32, 32, 64, 32]",tanh,adagrad
20,colors-count_equate_1_201,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.25,0.25,1.9557,1.9557,5,"[32, 64, 128, 128, 32]",elu,nadam
21,colors-count_equate_1_202,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.65,0.65,0.917,0.917,4,"[32, 64, 16, 64]",softplus,nadam
22,colors-count_equate_1_203,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.05,0.05,0.9729,0.9729,3,"[32, 64, 32]",relu,nadam
23,colors-count_equate_1_204,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.1,0.1,1.0751,1.0751,4,"[32, 64, 16, 64]",relu,adam
24,colors-count_equate_1_205,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.1,0.1,1.1807,1.1807,4,"[32, 32, 32, 64]",tanh,nadam
25,colors-count_equate_1_206,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.25,0.25,1.8196,1.8196,5,"[32, 32, 32, 64, 16]",tanh,rmsprop
26,colors-count_equate_1_207,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.1,0.1,0.9945,0.9945,3,"[32, 128, 32]",relu,nadam
27,colors-count_equate_1_208,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.15,0.15,1.7731,1.7731,3,"[32, 32, 128]",elu,adam
28,colors-count_equate_1_209,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.05,0.05,1.3457,1.3457,3,"[128, 128, 128]",relu,nadam
29,colors-count_equate_1_210,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.25,0.25,1.0656,1.0656,2,"[32, 64]",elu,adagrad
30,colors-count_equate_1_211,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.05,0.05,0.8837,0.8837,4,"[32, 128, 16, 64]",relu,adamax
31,colors-count_equate_1_212,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.1,0.1,1.5254,1.5254,2,"[32, 64]",elu,adam
32,colors-count_equate_1_213,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.05,0.05,1.2942,1.2942,5,"[32, 16, 32, 64, 32]",tanh,nadam
33,colors-count_equate_1_214,colors-count,11,AD-controlled,CH-controlled,Incongruent,50,0.3,0.3,1.088,1.088,4,"[32, 64, 64, 64]",elu,nadam
